channelId,title,channelDescription,viewCount,subscriberCount,videoCount,error
UCrTC0tOY5aujQFYDRf65xiw,Alanis Morissette,"The official YouTube channel for Alanis Morissette featuring the videos for ""Ironic,"" ""You Oughta Know,"" ""Hand In My Pocket,"" ""Thank U,"" ""Head Over Feet"" & more.

Subscribe to the channel to stay up to date with the latest announcements, new releases, and events.

New album ""Such Pretty Forks In The Road"" out July 31st, 2020. 

Catch Alanis on the 2021 World Tour celebrating 25 years of Jagged Little Pill - on sale now. 

‘Jagged Little Pill’ the musical is now on Broadway ✨✨ Directed by Tony Award winner Diane Paulus (Waitress, Pippin) and features an original story by Academy Award-winning writer Diablo Cody (Juno, Tully).",816330317,996000,156,0
UCCdodEcNEPn93wZ4ZHUulbw,BetaAquilae,"Various cutscenes from Freespace 2, Descent: Freespace & Silent Threat (Space Sim PC games from Volition, Inc.).",31006873,28500,45,0
UCZPPDXmAWHCGbuav4ouxoUw,alex ibarra,,316231,123,47,0
UC6dpb2uOq7rs5tjEwCXz3oA,Fabian Sanchez,,394615,276,16,0
UClDBNpL8ZZ2e9ToT9wRfFnQ,Adolescent's Orquesta,"Adolescent’s Orquesta (Adolescentes Orquesta) es una de las agrupaciones más reconocidas internacionalmente en el género de la salsa; a lo largo de su carrera artística han llevado su música a millones de oyentes en el mundo cultivando éxitos inolvidables.   Luego de 25 años de vida internacional, la empresa Korta Records, a través de su presidente Luis Francisco “El Negro Mendoza”, decide internacionalizar por primera vez las voces de Los Adolescentes. Es así como Alex Quintero (Venezuela); Jonathan Martínez (Colombia); Jimmy Rodríguez (México); Rodrigo Silva (Chile) y Ernesto Cabrera (Cuba) se convierten en los representantes de la nueva generación de Adolescent’s Orquesta.
",654313466,680000,138,0
UCS9H3eOdG3XZXM7OjvpZXoA,Adolescent's Orquesta - Topic,,284277973,197000,200,0
UCzRJ4f2_M76RPxTBBrwDhbQ,DumanVEVO,,377850574,116000,44,0
UChza3Do-d-rb3lUNz70b7mg,metinoktay sinevizyon,,4575111,3340,27,0
UCYLY-BIq0sSOdNXGm1FPR-w,Duman,"Duman grubu resmi youtube kanalı.

www.dumanlive.com

info@dumanlive.com

",941224099,1090000,105,0
UCjwJS6NGoJ70x8hyQSh9W1Q,Racionais TV,,1508096725,3970000,229,0
UCeRsjgKpjmz_zae2urayKiw,Amaragi,,42942443,118000,8,0
UC2JzcamFghD82uOk3LQ2A8Q,kuma comico,,100159,5380,9,0
UCqHFnpBniFCd2PfvUy-wQsA,Canal Emist3r,"Tenho o objetivo de juntar recursos pra ter meu próprio Podcast, mas enquanto isso não acontece, farei lives diárias jogando vários jogos. Seja bem vindo!

Obrigado desde já! 🎮😎",135946147,246000,55,0
UCZ2poFsGo1vysmV3vmdc4SQ,pablo87524,,326483,1000,43,0
_,_,_,_,_,_,2
UC6ljvocrnN_0hA3PXr7W5rw,ThirtySecondsToMarsVEVO,"Thirty Seconds To Mars on Vevo - Official Music Videos, Live Performances, Interviews and more...",1103493264,1930000,50,0
UCK7wTMguyPyPCjhLoOK2rJg,THIRTY SECONDS TO MARS,OFFICIAL THIRTY SECONDS TO MARS YOUTUBE CHANNEL,1529255050,3130000,106,0
UCGW91-ExDG5HolRaK59L6ng,Rondodasosa,TRENCHES BABY 🏠👶🏽💀💙,256120050,689000,42,0
UCrnuO9SZccjc1T_k1rJi7_A,Neima Ezza,,143850817,247000,21,0
UC5Xkz_zxmG43Z6DyaRNy-KA,ValePain Official,,70283410,211000,42,0
UCkR3NHAn6o0nX8get3NEKBw,UZI,"En yeni videolar ve şarkılardan haberdar olmak için bildirimleri açıp abone olun.
",879940316,554000,20,0
UCbDNCzgdLlvYY9dk5M8063A,BangerChannel,"Der offizielle Banger Musik Youtube-Channel - Hier findest du alle Videos von und mit FARID BANG, SUMMER CEM, MAJOE & JASKO, SIPO

IMPRESSUM: 
Angaben gemäß § 5 TMG und § 18 MStV:

Banger Musik GmbH
Konkordiastr. 20
40219 Düsseldorf

vertreten durch: Ralph M. Jacobs

E-Mail: info@bangermusik.de
Telefon: +49 (0) 681 – 77 010 70

Registergericht: Amtsgericht Düsseldorf, HRB 67694
",2073315948,2980000,841,0
UCm0DTqgdK6rBlwsqty_LHSg,Deeper Than Music,,81643856,69700,42,0
UCk4ZTbvQwB3x09mCHU6t8lg,FUTURA,"FUTURA
OFFICIAL YOUTUBE CHANNEL
MIKSU / MACLOUD ™️",75129410,110000,41,0
UCIbw4j1dhw3z6uUjYhSNkBw,Deutschrap Vibes,"Hi, wir sind Deutschrap Vibes und versorgen euch mit den neuesten Deutschrap Lyrics, News & mehr! 
Habt Spaß✌🏼",14053766,25200,207,0
UCZSNzBgFub_WWil6TOTYwAg,Netflix India,"Netflix is one of the world's leading entertainment services with 233 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time.",8581364403,22700000,3936,0
UCxmBDeg_V2Bzg13tqpelDUw,BAZM-E-KHAS,"Welcome to Bazm e Khas, where we celebrate the beauty and richness of Indian classical music. At Bazm e Khas, we provide a platform for musicians to showcase their talent and creativity, keeping alive the legacy of Indian classical music. Our videos offer a captivating experience for music lovers and enthusiasts alike .Our videos are not just performances, they are an expression of culture, tradition, and art. Join us in celebrating the heritage of Indian classical music.Whether you're looking for a relaxing musical experience or seeking to expand your knowledge of Indian classical music, Bazm e Khas has something for you. 
Subscribe to our channel and stay tuned for our latest uploads, featuring some of the most renowned and promising musicians in the world of Indian classical music.
Join the growing community of music lovers who have found a home in Bazm e Khas, the platform for true connoisseurs of Indian classical music.
Follow us on :
Email - bazmekhas@gmail.com",32601216,224000,1074,0
UCe1Ej4Lo5Fdd76Q5Yjl6Ekw,Tochi Raina - Topic,,56548674,6560,56,0
UCKMYrg58k3muz90hG0OSVhA,Fearless Records,"Formed in 1994, Southern CA’s Fearless Records was built on a punk-rock foundation, fueled by a furious passion for music and the drive to help build the careers of up-and-coming artists. 

The label carved out its corner by launching the careers of acts like The Plain White T’s, At The Drive-In, The Aquabats! and Sugarcult, and has since built an ever-growing global following of dedicated music fans. The current roster includes some of the genre’s most respected acts, such as Grammy Nominated August Burns Red, I Prevail, and Underoath, and certified Platinum artist Pierce The Veil. The label is also a home to an eclectic collection of on-the-verge artists including Movements, Grayscale, As It Is, iDKHOW, and Set It Off, as well as the successful covers compilation series Punk Goes... which has featured such notable acts as All Time Low, A Day To Remember, We Came As Romans, Issues, New Found Glory and Taking Back Sunday.",1467457706,2250000,2394,0
UCraPpF98TgLnoL9QwT8vQBg,Ice Nine Kills,"The official YouTube channel of Ice Nine Kills - new single ""Meat & Greet"" from The Silver Scream 2: Welcome To Horrorwood - Under Fire - available this Friday on Fearless Records at http://welcometohorrorwood.net

See us on tour with Metallica throughout 2023/24 and co-headlining the Kiss Of Death Tour '23 with In This Moment
",154649137,337000,164,0
UC8u0tg9pQ28-0gTydwQseEA,Fame on Fire,"Welcome to the Chaos 🔥 

https://ffm.bio/fameonfire
",287121849,615000,191,0
UC2IYWWifoIht9T47z1Z5lJw,Dead Meat,"Celebrating everything great and awful about the horror genre. Home of the comedic and informative Kill Count series by James A. Janisse and the Dead Meat Podcast by Chelsea Rebecca, an in-depth look at a variety of horror topics.",2602341789,6260000,944,0
UCUEERHjvvixDTnUtaao51IA,Tomasz tchórzewski,jesteś a ma cię,4193363,1570,88,0
UChZE6YO1kG7YVD9DJ4oDGOw,Retrospective Soundtrack,"The right place for all lovers of fine soundtrack music, movie characters and everything nice that makes us nostalgic and what can cheer us up. Enjoy in these moments.",184710471,247000,274,0
UCpiqQB4u5TMsQXenB8Vc4ug,Hairsprayhome,,69948176,64500,14,0
UC86oRwHYdacHMNP1Fy406Ng,XxMusicalLyricsxX,"Welcome to the page xD

I'll be posting songs with the lyrics from various musicals.

Hi everyone! I seriously haven't been uploading as much, I feel bad! I'll be uploading a new video soon - I've been doing GCSEs and A Levels right now so school has taken over.

http://twitter.com/MiniRosa

COMING SOON:

Various songs from THE SOUND OF MUSIC!

I ALSO NEED REQUESTS!

PS: I'm making these as I go along, so don't moan about vids that I say are coming but aren't online! xx",9209400,3680,15,0
UC9eI9AilocdjYOTfYK_6rJQ,toXXaSlideS,"New Name for TSlides, Uptempo-Universal and Charten.net

THE SEATTLE TWIRL
- May the World stick together!",728862,315,18,0
UCu46X2pETFLh89neCTEU6lw,DjAngel701,,715793,3870,33,0
UCwuBNS7gH0rguuRj80VTeEw,Atração Divulga,"Atração Divulga é um canal para divulgação de conteúdos próprios e de terceiros, no Brasil e exterior, e tem como marca de seu trabalho a pesquisa dos gêneros musicais e a valorização da diversidade cultural brasileira.

A Atração tem como missão ser um agente de difusão e fortalecimento da produção musical, artística e seus correlatos, no mercado interno e externo, valorizando prioritariamente o cenário artístico nacional, contribuindo para a internacionalização da musica brasileira, zelando pela preservação e divulgação da memória da cultura musical do Brasil.",1473559834,2800000,11628,0
UC9nrzWIabr3QFpEPi2HQzzA,Grupo Pixote,"Canal oficial do Grupo Pixote no Youtube. 

Contato:
GR Shows (11) 2533.6012 / 2533.6018",1172129650,2280000,164,0
UCs11lqGV02Y-gu2f6G1r4ug,FM O Dia,"A FM O Dia é a rádio com o maior alcance do Brasil e também possui o maior número de ouvintes. Aqui no Youtube, ela compartilha projetos exclusivos, como o Respeita Minha História (1 e 2), Trilogia, Maratona da Alegria e muitos outros, que contam com a participação dos maiores artistas e grupos do pagode e samba do país. 
",582808554,1680000,3119,0
UC-A-gVsS3SYq-QbBpJxvFTg,Parentesis Musical,"Hola mis Amigos,  Soy Antonio Ramírez, de Antemano quiero agradecerles por permitirme llegar a Ustedes a través de este importante Medio de Comunicación y contarles que es "" Paréntesis Musical "" el nombre salió de un Programa Radial que se originó hace mas de 30 años en la Ciudad de Medellín Colombia y en el cual se difunde Baladas Románticas de artistas de los años 60- 70 y parte de los 80,  que en su momento algunos de ellos estuvieron con nosotros concediéndonos entrevistas además de presentar sus canciones.  Les doy la cordial Bienvenida y espero me acompañen en este viaje maravilloso en el cual volveremos a recordar artistas de la talla de Roberto Carlos, Sandro, Leo Dan, Piero, Julio Iglesias, Juan Gabriel, Rocío Durcal, Claudia de Colombia, Oscar Golden, Palito Ortega, Miguel Bosé, Charles Aznavour, Nicola Di Bari y Otros grandes de este genero Musical. Nuevamente Mil Gracias y Gracias por Suscribirse.",4350320,12900,1384,0
UC_HIl2HKUKzE_t06m9fjQqw,Luna Music,"Bienvenidos al canal oficial de Luna Music.

Contrataciones: +1 (213) 745-6224",73126168,102000,5454,0
UCryokmiXruuHyiRPWbaAE6Q,LosCaminantesVEVO,,383394109,14100,23,0
UClGNY248ZMUVWA_HqnHbzfw,ArPort Centroamerica,"Somos Edición de Videos, ArPort Honduras Para Ti, Disfruta.!!",1216438,3010,83,0
UCVvpEX95sic3YrMQDsvqY-w,Abraham O.,,1441728,1640,45,0
UCXkU9ZnKlvuueJWB2QxTFrg,MB Music,"MB Music is a Label by the Artiste, for the Artiste. A venture by the popular Music Directors - 'Meet Bros' and 'Raajeev Sharma' who’s a veteran in the Music Industry. 

MB Music is also home to a diverse all star roster of Award Winning Legends & Superstars. Discover the Latest Trends in Music with us and Enjoy the Hits on our Channel. 

Tune in, listen, like and subscribe to: www.youtube.com/MBMusicOfficial


For all business inquiries: apply2mb@gmail.com",1046540683,4090000,137,0
UCmwY729s-CuQ-h_3GsVWWnQ,YeahYeahYeahsVEVO,"Spitting Off the Edge of the World feat @perfumegenius is out NOW! New Album “Cool it Down” Sept 30. Listen, Watch and Pre-Order 💥⬇️ https://linktr.ee/yeahyeahyeahs",252923319,184000,32,0
UCE9gfwcl13UUoMDzJz__ZCw,West Coast Bass,"Dirty Dena Productions. Enjoy!
I strive to constantly evolve and create original music infused with a lil bit of everything. This channel is here to promote a collection of producers and promoters who grew up in the surrounding LA area who love to produce, spin, remix, and share the music we all love. From electro, house, deep house, dubstep, and anything else that has to do with EDM you'll find it all here, on my soundcloud or twitter!",27935950,11000,57,0
UCMoqDWcMi1prPy64-Xs5cag,CheshireRabbit42,,1301067,655,12,0
UC-BZqVQqpqSwVlU5Urw4egA,NWAVEVO,"N.W.A. on Vevo - Official Music Videos, Live Performances, Interviews and more...",238674819,211000,6,0
UCfdFUoEuWQEhcOZrYh28JeQ,Dan Mitchell,Hi I'm a small time gamer but love doing football vlogs/highlights from Coventry city match days if you like the content feel free to like comment and subscribe 😉,3837886,5480,158,0
UCSKtIQdtgKovNGwnnfYvFPw,85Bpm,,4276390,6090,5,0
UCrYCw0baGJNNVeW5SEuM-LQ,Jonny Klin,,382040,462,32,0
UCZ4DZXWEzXbeUgHv1-MTvEg,N.W.A - Topic,,182647655,72600,374,0
UCKC63_kFlc8gKiPzWJGk15A,KingPivit,"Welcome to my channel! From time to 
time, you'll find me uploading videos of oldschool hip hop, jazz, and r&b. But, most of time I'll be putting videos in my playlists or favorites",9294614,10000,40,0
UCIQ7QeSM-B3khZq9cXpmckg,Michael Bathurst,I Love Making Video's That Make People Feel Inspired. Please support this positive channel. We need to keep this divine light flowing freely. I would love a coffee this morning. http://PayPal.Me/shoutmgb,5242923,4320,1413,0
UCUFNc10WlK7U6vvDgM9liig,Samuel Horwitz,,54114,55,2,0
UCkeEJCkhXWorgC-pP03pObw,3 Chord Philosophy,3 Chord Philosophy.,26137792,24800,2103,0
UCsnKQkbqCHPMN1DglQY38RA,RushVEVO,,239181561,109000,99,0
UCz2TLeO9wa6iGbr1E8B1pSw,RushX11XhsuR,"I will be uploading Rush songs in high quality because I am fucking sick of having to listen to their songs in piss-poor quality on YouTube.

This is Rush we are talking about; they deserve better.",18721597,18700,22,0
UCd782WdByjT14yewnuZY6uQ,bac4mu,My channel for music videos :),223375,192,5,0
UCxgUgElia2ZNaW_xWMuCikQ,Jeremy Soule - Topic,,55796698,32400,121,0
UCXPY1nHXEkajGn3RHOCNZvA,Key to the Geyt,"Geytkeypur “2.0” → Yes, the other got deleted. New (and replacement) uploads will appear here

As for newcomers:
😊 “Loops for Every Mood”—Loops and extended tracks of background music for chores, reading, study, meditation, sleeping, exercise, Etc.
—Enjoy!
",2139769,6630,506,0
UC1R8FARF5_LKkZ-w05Yqwug,SilvestreDangondVEVO,"Silvestre Dangond en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",3690691123,1690000,266,0
UCN-HqNdnAcE509lcEAnWBpQ,Fonseca,"MI DISCOGRAFÍA: 
ÁLBUMES DE ESTUDIO
2002: Fonseca
2005: Corazón
2008: Gratitud
2011: Ilusión
2014: Fonseca Sinfónico
2015: Conexión
2015: Homenaje (A la Música de Diomedes Díaz)

ÁLBUMES EN VIVO: 
2010: Live Bogotá

SENCILLOS: 
""Confiesáme""
""Te Mando Flores""
""Como Me Mira""
""Hace Tiempo""
""Enrédame""
""Arroyito""
""Paraíso""
""Estar Lejos"" (con Willie Colón)
""Desde Que No Estás""
""Eres Mi Sueño""
""Ay Amor""
""Si te acuerdas de mi""
""Alma de hierro""
""Amor Eterno""
""Entre Mi Vida y la Tuya""
""Vine a buscarte""
""Por pura curiosidad""
""Simples corazones""",1793672329,1510000,400,0
UCTaevJgpY78By0ELxeJmQpA,Mike Posner,"Since 2009, International multi-platinum selling, GRAMMY-nominated artist and songwriter Mike Posner has quietly become one of the world’s most successful and recognizable voices. From his 2016 sophomore full-length album, At Night, Alone, which included the ubiquitous RIAA 4x-platinum smash “I Took A Pill In Ibiza’ which made history as “one of Spotify’s Top 10 Most Streamed Songs of All Time” with 3 billion streams and earned Mike a 2017 GRAMMY® nomination for “Song of The Year.” To his most recent and fourth studio album A REAL GOOD KID and 2019 mixtape release Keep Going, featuring special guests Logic, Wiz Khalifa, Ty Dolla $ign, Talib Kweli, ‘Keep Going’ chronicled and commemorated his well-documented and celebrated 3,000-mile hike across America. His most recent return explores depression, self-loathing and isolation by way of a 36-minute rap opera titled Operation: Wake Up. 
",2415200096,3450000,521,0
UCiRjg6sUG_jBLZwW1wMk5GQ,Grey,NEW MUSIC https://lowly.ffm.to/7-ds,19140878,105000,38,0
